Map Document	MXD Path	DataFrame Name	DataFrame Description	Data Name	Layer name	Layer Datasource	DB User
ActiveProjects.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\ActiveProjects.mxd	Layers	None	GIS.ActiveBridgeProjectsWM	Bridge Projects	C:\Users\khunt\AppData\Roaming\ESRI\Desktop10.2\ArcCatalog\ags03@gisphost.sde\GIS.ActiveBridgeProjectsWM	ags03@gisphost.sde
ActiveProjects.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\ActiveProjects.mxd	Layers	None	GIS.ActiveHighwayProjectsPtsWM	Highway Projects	C:\Users\khunt\AppData\Roaming\ESRI\Desktop10.2\ArcCatalog\ags03@gisphost.sde\GIS.ActiveHighwayProjectsPtsWM	ags03@gisphost.sde
ActiveProjects.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\ActiveProjects.mxd	Layers	None	GIS.ActiveLocatedProjectsWM	Located Projects	C:\Users\khunt\AppData\Roaming\ESRI\Desktop10.2\ArcCatalog\ags03@gisphost.sde\GIS.ActiveLocatedProjectsWM	ags03@gisphost.sde
ActiveProjects.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\ActiveProjects.mxd	Layers	None	GIS.ActiveHighwayProjectsWM	Highway Projects	C:\Users\khunt\AppData\Roaming\ESRI\Desktop10.2\ArcCatalog\ags03@gisphost.sde\GIS.ActiveHighwayProjectsWM	ags03@gisphost.sde
ActiveProjects_EO.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\ActiveProjects_EO.mxd	Layers	None	GIS.ActiveBridgeProjectsWM	Bridge Projects	C:\Users\khunt\AppData\Roaming\ESRI\Desktop10.2\ArcCatalog\ags03@gisphost.sde\GIS.ActiveBridgeProjectsWM	ags03@gisphost.sde
ActiveProjects_EO.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\ActiveProjects_EO.mxd	Layers	None	GIS.ActiveHighwayProjectsWM	Highway Projects	C:\Users\khunt\AppData\Roaming\ESRI\Desktop10.2\ArcCatalog\ags03@gisphost.sde\GIS.ActiveHighwayProjectsWM	ags03@gisphost.sde
ActiveProjects_EO.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\ActiveProjects_EO.mxd	Layers	None	GIS.ActiveLocatedProjectsWM	Located Projects	C:\Users\khunt\AppData\Roaming\ESRI\Desktop10.2\ArcCatalog\ags03@gisphost.sde\GIS.ActiveLocatedProjectsWM	ags03@gisphost.sde
ALBParcels.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\ALBParcels.mxd	Layers	None	AlbanyParcels2014	AlbanyParcels2014	\\its701pw5gis.svc.ny.gov\Data2$\DOT\GIS\RealEstate\Parcels\Albany\AlbanyParcels2014.shp	N/A
BDIS_Bridges_Test.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BDIS_Bridges_Test.mxd	Layers	None	GIS.BDIS_BRIDGES	Bridges	C:\Users\oneilm\AppData\Roaming\ESRI\Desktop10.4\ArcCatalog\gis__gisp.sde\GIS.BDIS_BRIDGES	gis__gisp.sde
BikeRoutes.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BikeRoutes.mxd	Layers	None	GIS.SV_BIKEROUTES	On Public Bike Map	C:\Documents and Settings\hessd\Application Data\ESRI\ArcCatalog\DCags01@gisphost.sde\GIS.SV_BIKEROUTES	DCags01@gisphost.sde
BikeRoutes.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BikeRoutes.mxd	Layers	None	GIS.BikeRoutes	NOT on Public Bike Map	C:\Documents and Settings\hessd\Application Data\ESRI\ArcCatalog\DCags01@gisphost.sde\GIS.BikeRoutes	DCags01@gisphost.sde
BikeRoutes.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BikeRoutes.mxd	Layers	None	FW.DOTRegionsShoreline	DOT Regions	C:\Documents and Settings\hessd\Application Data\ESRI\ArcCatalog\DCags01@gisphost.sde\FW.DOTRegionsShoreline	DCags01@gisphost.sde
BikeRoutes_RedGreen.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BikeRoutes_RedGreen.mxd	Layers	None	GIS.SV_BIKEROUTES	Data received	C:\Documents and Settings\hessd\Application Data\ESRI\ArcCatalog\DCags01@gisphost.sde\GIS.SV_BIKEROUTES	DCags01@gisphost.sde
BikeRoutes_RedGreen.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BikeRoutes_RedGreen.mxd	Layers	None	GIS.BikeRoutes	No data received	C:\Documents and Settings\hessd\Application Data\ESRI\ArcCatalog\DCags01@gisphost.sde\GIS.BikeRoutes	DCags01@gisphost.sde
BikeRoutes_RedGreen.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BikeRoutes_RedGreen.mxd	Layers	None	FW.DOTRegionsShoreline	DOT Regions	C:\Documents and Settings\hessd\Application Data\ESRI\ArcCatalog\DCags01@gisphost.sde\FW.DOTRegionsShoreline	DCags01@gisphost.sde
BroadbandAvailability_REDC.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_REDC.mxd	Layers	None	REDC_generalize_50_Meters	GIS.BPO_REDC_WGS	E:\Projects\BPO\Compressed_Web_WGS\REDC.gdb\REDC_generalize_50_Meters	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	BPOAvailability_WGS	GIS.BPOAvailability062015_v2_WGS	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\BPOAvailability_WGS	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	REDC	GIS.BPO_REDC_WGS	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\REDC	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	N/A2	100 Mbps and Above	N/A	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	BPO_WGS_Cable_GrtrEqual100_Dis	Cable	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\BPO_WGS_Cable_GrtrEqual100_Dis	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	BPO_WGS_DSL_GrtrEqual100_Dis	DSL	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\BPO_WGS_DSL_GrtrEqual100_Dis	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	BPO_WGS_Fiber_GrtrEqual100_Dis	Fiber	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\BPO_WGS_Fiber_GrtrEqual100_Dis	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	BPO_WGS_FixW_GrtrEqual100_Dis	Fixed Wireless	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\BPO_WGS_FixW_GrtrEqual100_Dis	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	N/A2	25 - 99 Mbps	N/A	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	Dissolve_Merge_Cable_GE100_and25to99	Cable	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\Dissolve_Merge_Cable_GE100_and25to99	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	Dissolve_Merge_DSL_GE100_and25to99	DSL	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\Dissolve_Merge_DSL_GE100_and25to99	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	Dissolve_Merge_Fiber_GE100_and25to99	Fiber	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\Dissolve_Merge_Fiber_GE100_and25to99	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	Dissolve_Merge_FixedWireless_GE100_and25to99	Fixed Wireless	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\Dissolve_Merge_FixedWireless_GE100_and25to99	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	N/A2	24 Mbps and Below	N/A	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	Dissolve_Merge_Cable_GE100_and25to99_less25	Cable	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\Dissolve_Merge_Cable_GE100_and25to99_less25	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	Dissolve_Merge_DSL_GE100_and25to99_less25	DSL	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\Dissolve_Merge_DSL_GE100_and25to99_less25	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	Dissolve_Merge_Fiber_GE100_and25to99_less25	Fiber	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\Dissolve_Merge_Fiber_GE100_and25to99_less25	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	Dissolve_Merge_FixedWireless_GE100_and25to99_less25	Fixed Wireless	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\Dissolve_Merge_FixedWireless_GE100_and25to99_less25	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	NoProvider_InsideStShoreline_HU_GrtrZero_WGS	No provider data submitted	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\NoProvider_InsideStShoreline_HU_GrtrZero_WGS	N/A
BroadbandAvailability_WGS_FCC477_Sup.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup.mxd	Layers	None	NoProvider_InsideStShoreline_HU_EqualZero_WGS	Unpopulated	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented.gdb\NoProvider_InsideStShoreline_HU_EqualZero_WGS	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	BPOAvailability_WGS	AvailableBroadband	E:\Projects\BPO\Compressed_Web_WGS\BPO_Availability.gdb\BPOAvailability_WGS	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	N/A2	100 Mbps and Above	N/A	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	BPO_WGS_Cable_GrtrEqual100_Dis	Cable	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\BPO_WGS_Cable_GrtrEqual100_Dis	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	BPO_WGS_DSL_GrtrEqual100_Dis	DSL	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\BPO_WGS_DSL_GrtrEqual100_Dis	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	BPO_WGS_Fiber_GrtrEqual100_Dis	Fiber	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\BPO_WGS_Fiber_GrtrEqual100_Dis	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	BPO_WGS_FixW_GrtrEqual100_Dis	Fixed Wireless	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\BPO_WGS_FixW_GrtrEqual100_Dis	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Dissolve_Awards_100Mbps	BPO Awards	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Dissolve_Awards_100Mbps	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	N/A2	25 - 99 Mbps	N/A	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Dissolve_Merge_Cable_GE100_and25to99	Cable	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Dissolve_Merge_Cable_GE100_and25to99	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Dissolve_Merge_DSL_GE100_and25to99	DSL	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Dissolve_Merge_DSL_GE100_and25to99	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Dissolve_Merge_Fiber_GE100_and25to99	Fiber	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Dissolve_Merge_Fiber_GE100_and25to99	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Dissolve_Merge_FixedWireless_GE100_and25to99	Fixed Wireless	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Dissolve_Merge_FixedWireless_GE100_and25to99	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Dissolve_Merge_Sat_GE100_and25to99	Satellite	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Dissolve_Merge_Sat_GE100_and25to99	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Dissolve_Awards_25Mbps	BPO Awards	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Dissolve_Awards_25Mbps	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	N/A2	24 Mbps and Below	N/A	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Dissolve_Merge_Cable_GE100_and25to99_less25	Cable	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Dissolve_Merge_Cable_GE100_and25to99_less25	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Dissolve_Merge_DSL_GE100_and25to99_less25	DSL	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Dissolve_Merge_DSL_GE100_and25to99_less25	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Dissolve_Merge_Fiber_GE100_and25to99_less25	Fiber	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Dissolve_Merge_Fiber_GE100_and25to99_less25	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Dissolve_Merge_FixedWireless_GE100_and25to99_less25	Fixed Wireless	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Dissolve_Merge_FixedWireless_GE100_and25to99_less25	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Dissolve_Merge_Sat_GE100_and25to99_less25	Satellite	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Dissolve_Merge_Sat_GE100_and25to99_less25	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Phase1_Awards_WGS	Phase 1 Awards	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Phase1_Awards_WGS	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Phase2_Awards_WGS	Phase 2 Awards	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Phase2_Awards_WGS	N/A
BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\BroadbandAvailability_WGS_FCC477_Sup_Generalize_10_M.mxd	Layers	None	Phase3_Awards_WGS	Phase 3 Awards	E:\Projects\BPO\Compressed_Web_WGS\BPO_WebApp_Layers_WebMercator_Supplemented_Generalize_10_meters.gdb\Phase3_Awards_WGS	N/A
CAMCI.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\CAMCI.mxd	Layers	None	N/A2	System Map	N/A	N/A
CAMCI.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\CAMCI.mxd	Layers	None	FW.Hospital	Hospital	C:\Users\pillis\AppData\Roaming\ESRI\Desktop10.1\ArcCatalog\ags01@gisphost.sde\FW.Hospital	ags01@gisphost.sde
CAMCI.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\CAMCI.mxd	Layers	None	GIS.CPU_AirportData	Airport/Heliport	C:\Users\pillis\AppData\Roaming\ESRI\Desktop10.1\ArcCatalog\ags01@gisphost.sde\GIS.CPU_AirportData	ags01@gisphost.sde
CAMCI.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\CAMCI.mxd	Layers	None	GIS.RD_Passenger_Stations	Passenger Rail Station	C:\Users\pillis\AppData\Roaming\ESRI\Desktop10.1\ArcCatalog\ags01@gisphost.sde\GIS.RD_Passenger_Stations	ags01@gisphost.sde
CAMCI.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\CAMCI.mxd	Layers	None	GIS.Business	Businesses	C:\Users\pillis\AppData\Roaming\ESRI\Desktop10.1\ArcCatalog\ags01@gisphost.sde\GIS.Business	ags01@gisphost.sde
CAMCI.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\CAMCI.mxd	Layers	None	GIS.University	Universities	C:\Users\pillis\AppData\Roaming\ESRI\Desktop10.1\ArcCatalog\ags01@gisphost.sde\GIS.University	ags01@gisphost.sde
CAMCI.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\CAMCI.mxd	Layers	None	GIS.MajorShoppingCenter	Major Shopping Center	C:\Users\pillis\AppData\Roaming\ESRI\Desktop10.1\ArcCatalog\ags01@gisphost.sde\GIS.MajorShoppingCenter	ags01@gisphost.sde
CAMCI.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\CAMCI.mxd	Layers	None	FW.BusStation	Intercity Bus Station	C:\Users\pillis\AppData\Roaming\ESRI\Desktop10.1\ArcCatalog\ags01@gisphost.sde\FW.BusStation	ags01@gisphost.sde
CAMCI.mxd	\\wvmoap137\e$\temp\wvmoap_138_132\CAMCI.mxd	Layers	None	GIS.RoadwayInventory	Truck Access Routes	C:\Users\pillis\AppData\Roaming\ESRI\Desktop10.1\ArcCatalog\ags01@gisphost.sde\GIS.RoadwayInventory	ags01@gisphost.sde
